alias_name,canonical_name,record_type,conferences,raw_names,source_files,notes
dana mitzel,,output,2021MZT,Dana Mitzel,outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S4/B4_2021_10_01_11_04_24_chunk10.json | outputs/2021MZT/output_2021_10_01_MZT_S4/B4_2021_10_01_11_04_24_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S4/B4_2021_10_01_11_04_24_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S4/B4_2021_10_01_11_04_24_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S4/B4_2021_10_01_11_04_24_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S4/B4_2021_10_01_11_04_24_chunk9.json,
dana n mitzel,,truth,2021MZT,Dana N Mitzel,analysis_v1/data/2021MZT/2021MZT_outcome.json,
danai schulz,,output,2021MZT,Danai Schulz,outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk4.json,
giselle medina,,output,2021MZT,Giselle Medina,outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk10.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk9.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk10.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk9.json,
jenny g maloney,,truth,2021MZT,Jenny G Maloney,analysis_v1/data/2021MZT/2021MZT_outcome.json,
jenny maloney,,output,2021MZT,Jenny Maloney,outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.1_Zoom_Meeting_Room_1_2021_10_01_11_04_18.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.2_Zoom_Meeting_Room_1_2021_10_01_11_07_45.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk7.json,
justin bah,,output,2021MZT,Justin Bah,outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk8.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk8.json,
kim m pepin,,truth,2021MZT,Kim M Pepin,analysis_v1/data/2021MZT/2021MZT_outcome.json,
kim pepin,,output,2021MZT,Kim Pepin,outputs/2021MZT/output_2021_09_30_MZT_S1/B1_(short)_Zoom_Meeting_Room_1_2021_09_30_12_55_28_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S1/B1_(short)_Zoom_Meeting_Room_1_2021_09_30_12_55_28_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk8.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S9/B3_2021_10_01_13_12_21_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S9/B3_2021_10_01_13_12_21_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S9/B3_2021_10_01_13_12_21_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S9/B3_2021_10_01_13_12_21_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S9/B3_2021_10_01_13_12_21_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S9/B3_2021_10_01_13_12_21_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S9/B3_2021_10_01_13_12_21_chunk7.json,
kristin koutmou,,output,2021MZT,Kristin Koutmou,outputs/2021MZT/output_2021_10_01_MZT_S1/B1.1_Zoom_Meeting_Room_1_2021_10_01_11_04_18.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.2_Zoom_Meeting_Room_1_2021_10_01_11_07_45.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk7.json,
kristin s koutmou,,truth,2021MZT,Kristin S. Koutmou,analysis_v1/data/2021MZT/2021MZT_outcome.json,
mark q wilber,,truth,2021MZT,Mark Q Wilber,analysis_v1/data/2021MZT/2021MZT_outcome.json,
mark wilber,,output,2021MZT,Mark Wilber,outputs/2021MZT/output_2021_09_30_MZT_S2/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S2/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S2/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S2/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S2/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S2/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk8.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk10.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk9.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk10.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk9.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_5_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S6/MZT_2_6_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk7.json,
matt hopken,,output,2021MZT,Matt Hopken,outputs/2021MZT/output_2021_09_30_MZT_S5/B5_2021_09_30_12_57_07_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S5/B5_2021_09_30_12_57_07_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S5/B5_2021_09_30_12_57_07_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S5/B5_2021_09_30_12_57_07_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S5/B5_2021_09_30_12_57_07_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S5/B5_2021_09_30_12_57_07_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S6/bot5_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S6/bot5_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S6/bot5_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S6/bot5_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S6/bot5_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S6/bot5_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S2/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk8.json,
matthew w hopken,,truth,2021MZT,Matthew W. Hopken,analysis_v1/data/2021MZT/2021MZT_outcome.json,
nicole eklmeier,,output,2021MZT,Nicole Eklmeier,outputs/2021MZT/output_2021_10_01_MZT_S12/B6_2021_10_01_13_11_47_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S12/B6_2021_10_01_13_11_47_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S12/B6_2021_10_01_13_11_47_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S12/B6_2021_10_01_13_11_47_chunk7.json,
paola boggatto,,output,2021MZT,Paola Boggatto,outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk6.json,
paola boggiatto,,output,2021MZT,Paola Boggiatto,outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk10.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk9.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S7/B1_Zoom_Meeting_Room_1_2021_10_01_13_12_04_chunk7.json,
paola m boggiatto,,truth,2021MZT,Paola M. Boggiatto,analysis_v1/data/2021MZT/2021MZT_outcome.json,
rebecca l smith,,truth,2021MZT,Rebecca L Smith,analysis_v1/data/2021MZT/2021MZT_outcome.json,
sara l zimmer,,output,2021MZT,Sara L Zimmer | Sara L. Zimmer,outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk8.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk8.json,
