conf,session,speaker,move_name,names_anyone,names_other,named_person,rule_fired,explanation
2020NES,2020_11_05_NES_S4,Marta Hatzell,extends_existing_idea,False,False,,nearest_prior,She extends the discussion on integration by suggesting hydrogen as a versatile electron donor for various processes.
2020NES,2020_11_05_NES_S4,Marta Hatzell,critiques_or_challenges,True,False,,on_table_idea,Marta mildly challenges the viability of the approach by noting a lack of strong results in the literature.
2020NES,2020_11_05_NES_S4,Nanette Boyle,extends_existing_idea,True,False,,on_table_idea,Nanette expands the biological integration idea to include cell-free enzyme systems.
2020NES,2020_11_05_NES_S4,Nanette Boyle,returns_to_earlier_idea,True,True,Michael Nippe,named_speaker,Nanette connects her point back to a specific mechanism Michael mentioned previously.
2020NES,2020_11_05_NES_S4,Michael Nippe,redirects_idea,True,False,,on_table_idea,Michael explicitly pivots the group's brainstorming from reductive chemistry to oxidative chemistry.
2020NES,2020_11_05_NES_S4,Wilson Smith,extends_existing_idea,True,True,Michael Nippe,named_speaker,Wilson builds on Michael's prompt by suggesting a framework (feedstocks) for finding the oxidation reactions.
2020NES,2020_11_05_NES_S4,Wilson Smith,extends_existing_idea,True,False,,on_table_idea,Wilson builds on the oxidation theme by suggesting a modification to a standard reaction to produce a higher-value product.
2020NES,2020_11_05_NES_S4,Michael Nippe,returns_to_earlier_idea,True,False,,on_table_idea,Michael connects the current oxidation brainstorm back to the polymer discussion from a previous chunk.
2020NES,2020_11_05_NES_S4,Michael Nippe,combines_ideas,False,False,,on_table_idea,He integrates the need for oxidation steps into the polymer synthesis pathway.
2020NES,2020_11_05_NES_S4,Jordi Cabana,synthesizes_contributions,True,False,,on_table_idea,Jordi attempts to organize the divergent brainstorm into two distinct strategic categories.
2020NES,2020_11_05_NES_S4,Adam Holewinski,extends_existing_idea,True,True,Jordi Cabana,named_speaker,"Adam adds a third 'box' to Jordi's synthesis, incorporating the biomass ideas discussed earlier."
2020NES,2020_11_05_NES_S4,Jordi Cabana,combines_ideas,True,False,,on_table_idea,Jordi combines the goal of greenhouse gas mitigation with the idea of organic transformations.
2020NES,2020_11_05_NES_S4,Katie Knowles,extends_existing_idea,False,False,,on_table_idea,Extends the logic of methane activation to CO2 activation for feedstock production.
2020NES,2020_11_05_NES_S4,Charles McCrory,raises_concern,True,False,,on_table_idea,Charles bluntly states the fundamental difficulty of the proposed idea.
2020NES,2020_11_05_NES_S4,Chong Liu,redirects_idea,True,False,,on_table_idea,Chong reframes the methane problem by splitting it into two distinct use cases with different constraints.
2020NES,2020_11_05_NES_S4,Carlos Morales-Guio,extends_existing_idea,True,False,,on_table_idea,Carlos suggests that complete oxidation to CO2 and H2 might be acceptable if coupled with downstream CO2 utilization.
2020NES,2020_11_05_NES_S4,Chong Liu,extends_existing_idea,True,False,,on_table_idea,"Chong returns to his point about flaring, emphasizing the economic and infrastructure constraints."
2020NES,2020_11_05_NES_S4,Adam Holewinski,synthesizes_contributions,True,True,Chong Liu,named_speaker,Adam synthesizes Chong's points into a concise 'wish list' target for the group.
2020NES,2020_11_05_NES_S4,Chong Liu,critiques_or_challenges,True,True,Adam Holewinski,named_speaker,"Chong slightly corrects Adam's summary, noting that methanol specifically might not be the best target, but C1 chemistry broadly is."
2020NES,2020_11_05_NES_S4,Charles McCrory,returns_to_earlier_idea,True,True,Daniel Yawitz,named_speaker,Charles returns to Daniel's earlier question about direct vs. indirect emissions mitigation.
2020NES,2020_11_05_NES_S4,Charles McCrory,critiques_or_challenges,False,False,,on_table_idea,Critiques the perspective that only direct negative emissions are valuable.
2020NES,2020_11_05_NES_S4,Jordi Cabana,synthesizes_contributions,True,True,Daniel Yawitz,named_speaker,Jordi summarizes Daniel's long explanation into a concise takeaway for the group.
2020NES,2020_11_05_NES_S4,Adam Holewinski,raises_concern,False,False,,on_table_idea,He raises a concern that the group's focus on non-CO2 gases might be irrelevant if negative emissions of CO2 are the only viable path.
2020NES,2020_11_05_NES_S4,Daniel Yawitz,resolves_contradiction,True,True,Adam Holewinski,named_speaker,He resolves Adam's concern by confirming that non-CO2 gases are still highly relevant to the negative emissions goal.
2020NES,2020_11_05_NES_S4,Charles McCrory,extends_existing_idea,True,False,,on_table_idea,Charles applies the newly clarified concept of negative emissions to the previously discussed topic of ammonia synthesis.
2020NES,2020_11_05_NES_S4,Marta Hatzell,synthesizes_contributions,True,False,,on_table_idea,Marta summarizes the group's ideas and categorizes them based on the recent discussion.
2020NES,2020_11_05_NES_S4,Marta Hatzell,redirects_idea,False,False,,nearest_prior,She redirects the core concept (new adsorbents) to fit within their required scope of non-CO2 gases.
2020NES,2020_11_05_NES_S4,Chong Liu,combines_ideas,True,False,,on_table_idea,Chong combines the earlier idea of biological systems with the newly emphasized goal of direct air capture of methane.
2020NES,2020_11_05_NES_S4,Jordi Cabana,synthesizes_contributions,True,False,,on_table_idea,Jordi synthesizes previous points about methane conversion into the established 'second bucket' category.
2020NES,2020_11_05_NES_S4,Charles McCrory,extends_existing_idea,True,False,,on_table_idea,"Charles expands on the biological approach, noting its versatility beyond just methane."
2020NES,2020_11_05_NES_S4,Jordi Cabana,extends_existing_idea,True,True,Adam Holewinski,named_speaker,Jordi builds on Adam's point about dilute sources by applying it specifically to methane.
2020NES,2020_11_05_NES_S4,Katie Knowles,returns_to_earlier_idea,True,False,,on_table_idea,Katie brings back an earlier point about amine-based capture to connect it to the current discussion.
2020NES,2020_11_05_NES_S5,Rafael Santos,extends_existing_idea,True,False,,on_table_idea,Rafael builds on the topic by suggesting partnerships between heavy industry and negative emissions tech.
2020NES,2020_11_05_NES_S5,Unknown Male,extends_existing_idea,True,True,Rafael Santos,named_speaker,"The speaker builds on Rafael's point about carbon markets, emphasizing the need for high carbon prices."
2020NES,2020_11_05_NES_S5,Marcel Schreier,synthesizes_contributions,True,False,,on_table_idea,Marcel structures the problem space by contrasting carbon capture with zero-emission production.
2020NES,2020_11_05_NES_S5,Greeshma Gadikota,extends_existing_idea,True,False,,nearest_prior,Greeshma adds the critical dimension of time scale to the ongoing discussion.
2020NES,2020_11_05_NES_S5,Marcel Schreier,extends_existing_idea,True,False,,on_table_idea,Marcel begins to build on the previous point about public engagement.
2020NES,2020_11_05_NES_S5,Julia Brown,extends_existing_idea,False,False,,on_table_idea,The speaker builds on the ongoing discussion about economic transition by highlighting the need to show opportunities to workers losing jobs in high-carbon industries.
2020NES,2020_11_05_NES_S5,Ellen Matson,extends_existing_idea,True,False,,on_table_idea,Ellen expands the scope of the problem from economic incentives to the broader challenge of science communication and public perception.
2020NES,2020_11_05_NES_S5,Greeshma Gadikota,returns_to_earlier_idea,True,False,,on_table_idea,Greeshma brings the conversation back to the earlier point about job creation and economic transition for displaced workers.
2020NES,2020_11_05_NES_S5,David Koweek,raises_concern,True,False,,nearest_prior,David cautions against assuming that people will easily transition to new industries.
2020NES,2020_11_05_NES_S5,David Koweek,extends_existing_idea,False,False,,on_table_idea,He builds on the idea of transition by suggesting specific economic incentives to facilitate it.
2020NES,2020_11_05_NES_S5,Peter Reiners,raises_concern,False,False,,on_table_idea,He highlights a significant obstacle in discussing carbon removal technologies.
2020NES,2020_11_05_NES_S5,Andrea Hicks,extends_existing_idea,True,False,,nearest_prior,Andrea builds on the discussion by suggesting they focus on available technologies to accelerate transition rather than waiting for perfect solutions.
2020NES,2020_11_05_NES_S5,Jane Zelikova,synthesizes_contributions,True,True,Peter Reiners,named_speaker,She connects her point directly to Peter's earlier comment about social resistance.
2020NES,2020_11_05_NES_S5,Rafael Santos,extends_existing_idea,True,True,Roger,named_speaker,He builds on Roger's soil example by suggesting direct credits to farmers as a socially acceptable mechanism.
2020NES,2020_11_05_NES_S5,Greeshma Gadikota,synthesizes_contributions,True,False,,nearest_prior,Greeshma explicitly connects her thoughts to the points made by three previous speakers.
2020NES,2020_11_05_NES_S5,Ellen Matson,raises_concern,True,False,,nearest_prior,Ellen points out the negative connotations associated with the term 'tax'.
2020NES,2020_11_05_NES_S5,Ellen Matson,extends_existing_idea,True,True,Greeshma Gadikota,named_speaker,She builds on Greeshma's point about investors by suggesting value creation as an alternative to taxes.
2020NES,2020_11_05_NES_S5,Julia Brown,critiques_or_challenges,True,True,Julia,named_speaker,Julia explicitly frames her contribution as a challenge to the current line of thinking.
2020NES,2020_11_05_NES_S5,Julia Brown,redirects_idea,False,False,,nearest_prior,She attempts to redirect the conversation to differentiate between easy and hard-to-decarbonize sectors.
2020NES,2020_11_05_NES_S5,David Koweek,critiques_or_challenges,True,False,,on_table_idea,David challenges the economic logic of restricting demand for carbon credits.
2020NES,2020_11_05_NES_S5,Rafael Santos,synthesizes_contributions,True,True,Julia,named_speaker,Rafael synthesizes and clarifies Julia's point for the rest of the group.
2020NES,2020_11_05_NES_S5,Simona Liguori,extends_existing_idea,False,False,,on_table_idea,She extends the discussion by suggesting alternative fuels as a mitigation strategy.
2020NES,2020_11_05_NES_S5,Rafael Santos,extends_existing_idea,False,False,,on_table_idea,He extends the discussion on mitigation by providing another industry example of switching energy sources.
2020NES,2020_11_05_NES_S5,Roger Aines,redirects_idea,True,True,Roger,named_speaker,Roger redirects the conversation away from mitigation examples back to the core topic of negative emissions.
2020NES,2020_11_05_NES_S5,Marcel Schreier,extends_existing_idea,False,False,,on_table_idea,Builds on the previous discussion regarding the balance between mitigation and negative emissions.
2020NES,2020_11_05_NES_S5,Venkat Viswanathan,critiques_or_challenges,False,False,,nearest_prior,"Challenges the assumption that hard-to-abate sectors are technologically difficult, suggesting it is an investment issue."
2020NES,2020_11_05_NES_S5,Ellen Matson,extends_existing_idea,True,True,Julia,named_speaker,Connects Julia's point about beef to the earlier discussion on carbon credits.
2020NES,2020_11_05_NES_S5,Venkat Viswanathan,critiques_or_challenges,False,False,,on_table_idea,"Challenges the idea that beef is a hard technological problem, framing it instead as a societal adoption issue."
2020NES,2020_11_05_NES_S5,Jane Zelikova,extends_existing_idea,False,False,,on_table_idea,Builds on the agricultural discussion by introducing the complexities of offsets and land use.
2020NES,2020_11_05_NES_S5,Greeshma Gadikota,synthesizes_contributions,False,False,,on_table_idea,Explicitly connects the previous points made by three different participants to introduce her concept.
2020NES,2020_11_05_NES_S5,Greeshma Gadikota,combines_ideas,False,False,,on_table_idea,"Proposes combining discrete negative emission technologies (DAC, weathering, biogas) into hybrid systems."
2020NES,2020_11_05_NES_S5,Rafael Santos,extends_existing_idea,True,False,,nearest_prior,Rafael builds on the previous discussion of hybrid approaches by providing a specific example from his own work.
2020NES,2020_11_05_NES_S5,Andrea Hicks,extends_existing_idea,True,True,Rafael Santos,named_speaker,Andrea builds on Rafael's point by expanding the concept to include waste energy products.
2020NES,2020_11_05_NES_S5,David Koweek,raises_concern,False,False,,nearest_prior,He identifies the lack of tools as a potential roadblock to decarbonization.
2020NES,2020_11_05_NES_S5,Venkat Viswanathan,connects_methods,True,False,,nearest_prior,Venkat connects the concept of blockchain tracking from the battery industry to the current discussion on LCA and supply chains.
